genotype	aw	slope	species	treat	group	color
AS25	0.7438045	AS	Brachypodium	drought	Br(AST)	AST
AS19	0.7438073	AS	Brachypodium	well-watered	Br(ASC)	ASC
35C	0.7448361	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123T	0.7448361	ES	H.spontaneum	drought	Hs(EST)	EST
AS40	0.7479366	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.7479366	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES11	0.7479366	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.7479366	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.7479366	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.7479366	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.7479366	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.7479366	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.7479366	ES	Brachypodium	well-watered	Br(ESC)	ESC
AS40	0.7479367	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS17	0.7770404	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.7770404	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.7770404	AS	Brachypodium	drought	Br(AST)	AST
ES23	0.7770404	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.7811875	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.7811875	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.7811875	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.7811875	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.7811875	ES	T.dicoccoides	drought	Td(EST)	EST
WT7	0.7811875	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.7811875	ES	T.dicoccoides	drought	Td(EST)	EST
AS19	0.7813335	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES13	0.7856711	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.7856711	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.7856711	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.7856711	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.7856711	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.7856711	ES	Brachypodium	drought	Br(EST)	EST
AS17	0.8009549	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.8009549	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS50	0.8009549	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES23	0.8009549	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.8052296	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.8052296	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.8052296	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.8052296	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.8052296	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.8052296	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.8052296	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.8052296	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.8052296	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.8052296	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.8052296	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.8052296	AS	Brachypodium	drought	Br(AST)	AST
AS22	0.8052296	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.8053679	AS	Brachypodium	well-watered	Br(ASC)	ASC
146C	0.805377	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
141T	0.805377	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.805377	AS	H.spontaneum	drought	Hs(AST)	AST
AS40	0.8098513	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS47	0.8098513	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES11	0.8098513	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.8098513	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.8098513	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.8098513	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.8098513	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.8098513	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.8098513	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	0.8241758	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS17	0.8241758	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.8241758	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.8241758	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.8241758	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.8241758	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.8241758	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES23	0.8241758	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.8285744	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.8285744	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.8285744	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.8285744	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.8285744	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.8285744	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.8285744	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.8285744	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	0.8285744	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.8285744	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.8285744	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	0.8285744	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.8285744	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.8285744	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	0.8285744	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.8285744	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.8287167	AS	Brachypodium	well-watered	Br(ASC)	ASC
145C	0.8287261	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126T	0.8287261	ES	H.spontaneum	drought	Hs(EST)	EST
126T	0.8287261	ES	H.spontaneum	drought	Hs(EST)	EST
126T	0.8287261	ES	H.spontaneum	drought	Hs(EST)	EST
141T	0.8287261	AS	H.spontaneum	drought	Hs(AST)	AST
141T	0.8287261	AS	H.spontaneum	drought	Hs(AST)	AST
141T	0.8287261	AS	H.spontaneum	drought	Hs(AST)	AST
141T	0.8287261	AS	H.spontaneum	drought	Hs(AST)	AST
141T	0.8287261	AS	H.spontaneum	drought	Hs(AST)	AST
144T	0.8287261	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.8287261	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.8287261	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.8287261	AS	H.spontaneum	drought	Hs(AST)	AST
126C	0.8287293	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
AS19	0.8287293	AS	Brachypodium	well-watered	Br(ASC)	ASC
114C	0.8298755	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
115C	0.8298755	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
120C	0.8298755	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123C	0.8298755	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
35T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
35T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
114T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
114T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
115T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
115T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
115T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
118T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
118T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
119T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
119T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
119T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
119T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
120T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
120T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
120T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
120T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.8298755	ES	H.spontaneum	drought	Hs(EST)	EST
147T	0.8298755	AS	H.spontaneum	drought	Hs(AST)	AST
148T	0.8298755	AS	H.spontaneum	drought	Hs(AST)	AST
148T	0.8298755	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.8298755	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.8298755	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.8298755	AS	H.spontaneum	drought	Hs(AST)	AST
WS1	0.8333301	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS33	0.8333301	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.8333301	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES11	0.8333301	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.8333301	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.8333301	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.8333301	ES	Brachypodium	drought	Br(EST)	EST
ES1	0.8333301	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.8333301	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	0.8355443	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS30	0.8355443	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.8355443	AS	Brachypodium	drought	Br(AST)	AST
WS1	0.8400036	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.8400036	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.8400036	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.8400036	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.8400036	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.8400036	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.8400036	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.8400036	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.8400036	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	0.8400036	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.8400036	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.8400036	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	0.8400036	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.8400036	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	0.8400036	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.8400036	AS	Brachypodium	well-watered	Br(ASC)	ASC
141C	0.8401573	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
143C	0.8401573	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
143C	0.8401573	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126T	0.8401573	ES	H.spontaneum	drought	Hs(EST)	EST
141T	0.8401573	AS	H.spontaneum	drought	Hs(AST)	AST
141T	0.8401573	AS	H.spontaneum	drought	Hs(AST)	AST
141T	0.8401573	AS	H.spontaneum	drought	Hs(AST)	AST
142T	0.8401573	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.8401573	AS	H.spontaneum	drought	Hs(AST)	AST
144T	0.8401573	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.8401573	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.8401573	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.8401573	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.8401573	AS	H.spontaneum	drought	Hs(AST)	AST
126C	0.8401606	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
AS19	0.8401606	AS	Brachypodium	well-watered	Br(ASC)	ASC
114C	0.8413226	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
115C	0.8413226	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
115C	0.8413226	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
115C	0.8413226	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123C	0.8413226	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
148C	0.8413226	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
149C	0.8413226	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
149C	0.8413226	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35T	0.8413226	ES	H.spontaneum	drought	Hs(EST)	EST
115T	0.8413226	ES	H.spontaneum	drought	Hs(EST)	EST
115T	0.8413226	ES	H.spontaneum	drought	Hs(EST)	EST
115T	0.8413226	ES	H.spontaneum	drought	Hs(EST)	EST
118T	0.8413226	ES	H.spontaneum	drought	Hs(EST)	EST
118T	0.8413226	ES	H.spontaneum	drought	Hs(EST)	EST
118T	0.8413226	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.8413226	ES	H.spontaneum	drought	Hs(EST)	EST
149T	0.8413226	AS	H.spontaneum	drought	Hs(AST)	AST
150T	0.8413226	AS	H.spontaneum	drought	Hs(AST)	AST
150T	0.8413226	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.8413226	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.8413226	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.8413226	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.8413226	AS	H.spontaneum	drought	Hs(AST)	AST
ES11	0.8448248	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.8448248	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.8448248	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.8448248	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	0.8687576	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS30	0.8687576	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.8687576	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.8687576	AS	Brachypodium	well-watered	Br(ASC)	ASC
WS1	0.8733941	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.8733941	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.8733941	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.8733941	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.8733941	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.8733941	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.8733941	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.8733941	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.8733941	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.8733941	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.8733941	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.8733941	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.8733941	ES	T.dicoccoides	drought	Td(EST)	EST
AS33	0.873544	AS	Brachypodium	well-watered	Br(ASC)	ASC
145C	0.873554	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126T	0.873554	ES	H.spontaneum	drought	Hs(EST)	EST
141T	0.873554	AS	H.spontaneum	drought	Hs(AST)	AST
141T	0.873554	AS	H.spontaneum	drought	Hs(AST)	AST
142T	0.873554	AS	H.spontaneum	drought	Hs(AST)	AST
144T	0.873554	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.873554	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.873554	AS	H.spontaneum	drought	Hs(AST)	AST
126C	0.8735574	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
AS19	0.8735574	AS	Brachypodium	well-watered	Br(ASC)	ASC
114T	0.8747656	ES	H.spontaneum	drought	Hs(EST)	EST
115T	0.8747656	ES	H.spontaneum	drought	Hs(EST)	EST
148T	0.8747656	AS	H.spontaneum	drought	Hs(AST)	AST
AS47	0.878407	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES11	0.878407	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.878407	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.878407	ES	Brachypodium	well-watered	Br(ESC)	ESC
AS19	0.87955	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.87955	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.87955	AS	Brachypodium	well-watered	Br(ASC)	ASC
WS1	0.8842442	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.8842442	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.8842442	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.8842442	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.8842442	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.8842442	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.8842442	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.8842442	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.8842442	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.8842442	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.8842442	ES	T.dicoccoides	drought	Td(EST)	EST
126T	0.8844061	ES	H.spontaneum	drought	Hs(EST)	EST
ES11	0.8893194	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	0.9214566	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.9263744	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.9263744	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.9263744	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.9263744	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.9263744	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.9263744	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.9263744	AS	T.dicoccoides	drought	Td(AST)	AST
144T	0.9265439	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.9265439	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.9265439	AS	H.spontaneum	drought	Hs(AST)	AST
123T	0.927829	ES	H.spontaneum	drought	Hs(EST)	EST
AS40	0.9316914	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS47	0.9316914	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES11	0.9316914	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.9316914	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.9316914	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.9316914	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.9316914	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	0.9615385	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS17	0.9615385	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.9615385	AS	Brachypodium	well-watered	Br(ASC)	ASC
WS1	0.9666702	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.9666702	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.9666702	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.9666702	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.9666702	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.9666702	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.9666702	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	0.9666702	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.9666702	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.9666702	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.9666702	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	0.9666702	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.9666702	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.9666702	ES	T.dicoccoides	drought	Td(EST)	EST
WS1	0.9668176	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
141C	0.9668471	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126T	0.9668471	ES	H.spontaneum	drought	Hs(EST)	EST
143T	0.9668471	AS	H.spontaneum	drought	Hs(AST)	AST
144T	0.9668471	AS	H.spontaneum	drought	Hs(AST)	AST
144T	0.9668471	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.9668471	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.9668471	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.9668471	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.9668471	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.9668471	AS	H.spontaneum	drought	Hs(AST)	AST
AS19	0.9668508	AS	Brachypodium	well-watered	Br(ASC)	ASC
115C	0.9681881	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123C	0.9681881	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
148C	0.9681881	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
181C	0.9681881	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35T	0.9681881	ES	H.spontaneum	drought	Hs(EST)	EST
35T	0.9681881	ES	H.spontaneum	drought	Hs(EST)	EST
35T	0.9681881	ES	H.spontaneum	drought	Hs(EST)	EST
115T	0.9681881	ES	H.spontaneum	drought	Hs(EST)	EST
115T	0.9681881	ES	H.spontaneum	drought	Hs(EST)	EST
118T	0.9681881	ES	H.spontaneum	drought	Hs(EST)	EST
119T	0.9681881	ES	H.spontaneum	drought	Hs(EST)	EST
120T	0.9681881	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.9681881	ES	H.spontaneum	drought	Hs(EST)	EST
147T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
147T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
147T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
147T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
147T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
147T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
148T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
148T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
148T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
148T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
149T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.9681881	AS	H.spontaneum	drought	Hs(AST)	AST
WS10	0.9713005	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS25	0.9713005	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.9713005	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.9713005	AS	Brachypodium	drought	Br(AST)	AST
ES9	0.9722184	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.9764843	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.9764843	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.9764843	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.9764843	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.9764843	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.9764843	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.9764843	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.9764843	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.9764843	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	0.9764843	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.9764843	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.9764843	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	0.9764843	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.9764843	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.9764843	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	0.9764843	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.9764843	AS	Brachypodium	well-watered	Br(ASC)	ASC
WS1	0.9766333	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
141C	0.976663	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
141C	0.976663	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
141C	0.976663	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
142C	0.976663	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
143C	0.976663	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
146C	0.976663	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
146C	0.976663	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126T	0.976663	ES	H.spontaneum	drought	Hs(EST)	EST
141T	0.976663	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.976663	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.976663	AS	H.spontaneum	drought	Hs(AST)	AST
144T	0.976663	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.976663	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.976663	AS	H.spontaneum	drought	Hs(AST)	AST
AS19	0.9766668	AS	Brachypodium	well-watered	Br(ASC)	ASC
115C	0.9780177	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
120C	0.9780177	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123C	0.9780177	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
147C	0.9780177	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
148C	0.9780177	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
148C	0.9780177	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
149C	0.9780177	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
149C	0.9780177	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
150C	0.9780177	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
150C	0.9780177	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35T	0.9780177	ES	H.spontaneum	drought	Hs(EST)	EST
35T	0.9780177	ES	H.spontaneum	drought	Hs(EST)	EST
35T	0.9780177	ES	H.spontaneum	drought	Hs(EST)	EST
118T	0.9780177	ES	H.spontaneum	drought	Hs(EST)	EST
118T	0.9780177	ES	H.spontaneum	drought	Hs(EST)	EST
120T	0.9780177	ES	H.spontaneum	drought	Hs(EST)	EST
147T	0.9780177	AS	H.spontaneum	drought	Hs(AST)	AST
147T	0.9780177	AS	H.spontaneum	drought	Hs(AST)	AST
147T	0.9780177	AS	H.spontaneum	drought	Hs(AST)	AST
148T	0.9780177	AS	H.spontaneum	drought	Hs(AST)	AST
149T	0.9780177	AS	H.spontaneum	drought	Hs(AST)	AST
150T	0.9780177	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.9780177	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.9780177	AS	H.spontaneum	drought	Hs(AST)	AST
ES11	0.9820889	ES	Brachypodium	well-watered	Br(ESC)	ESC
